Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.8932,510,8,8,7,10,9.442,1.4838,0.364635,0.19725,0.872667
m.8978,174,0,0,1,1,-0.116,-0.0114,0.97601,0.652116,0.966533
m.899,700,2,1,0,1,-2.459,-0.4176,0.994485,0.735468,0.954979
m.13094,265,2,2,1,3,1.263,0.2032,0.923362,0.59334,0.964681
m.900,248,39,39,33,39,-8.521,-2.4794,0.623192,0.820596,0.394288
m.5108,251,46,46,40,42,2.477,2.0072,0.208241,0.076924,0.848023
m.29219,277,24,30,24,26,6.097,1.2402,0.448835,0.261586,0.892609
m.5025,257,17,19,16,16,6.526,1.2079,0.463782,0.2706,0.895541
m.15022,221,15,18,13,17,6.67,1.2691,0.436194,0.253646,0.890021
m.19033,252,18,22,17,20,-1.281,-0.4044,0.995297,0.733404,0.955512
symbB1.EST_k37c20_6450|m.15307,248,15,17,14,15,-3.501,-0.6467,0.983056,0.765102,0.94527
symbB1.EST_k37c20_18328|m.41616,239,14,16,13,13,-2.128,-0.4753,0.990731,0.743998,0.952626
m.9188,352,3,4,2,5,-13.523,-1.2511,0.999999,0.808412,0.876225
m.22448,329,1,1,1,1,-3.6,-0.5024,0.988998,0.747738,0.95151
m.925,826,25,30,24,32,2.75,1.1423,0.496746,0.289411,0.901574
symbB1.EST_k37c20_12707|m.29253,798,1,1,1,3,-13.893,-2.257,0.783465,0.821184,0.514671
m.9279,376,3,3,2,4,3.262,0.5202,0.807956,0.494457,0.95024
m.60,320,4,4,4,5,-12.282,-2.2326,0.793064,0.821211,0.52805
m.20,400,0,0,0,0,-2.947,-0.2616,0.999974,0.708272,0.960961
m.9299,205,14,14,15,19,-3.014,-0.8193,0.988523,0.781435,0.935314
m.9330,588,6,8,4,5,-1.053,-0.1774,0.996902,0.691034,0.963604
m.9424,545,50,58,50,62,8.011,7.7925,0,0,0.816381
symbB1.EST_k37c20_18731|m.42470,511,12,13,13,15,-2.098,-0.2999,0.99974,0.715522,0.959584
m.9738,222,23,26,21,28,5.814,2.3627,0.091522,0.034147,0.83625
m.9119,158,13,15,13,15,-10.136,-2.339,0.742063,0.821044,0.469097
m.13107,529,0,1,0,1,4.42,0.5457,0.798705,0.486045,0.948638
m.9807,393,11,11,10,11,-3.192,-1.1039,1,0.801239,0.902789
m.9855,546,10,12,10,12,7.81,2.3108,0.100845,0.038714,0.837754
m.9865,419,7,11,4,5,-11.353,-1.8326,0.889856,0.820429,0.71374
m.9957,415,20,25,16,23,-1.543,-0.323,0.999175,0.719714,0.958716
symbB1.EST_k37c20_2976|m.7040,656,0,1,0,0,-0.787,-0.0893,0.988125,0.67116,0.965593
symbB1.EST_k37c20_16196|m.36863,687,3,4,3,3,3.742,0.847,0.669551,0.383413,0.927343
symbB1.EST_k37c20_10706|m.24774,508,3,3,5,7,11.35,2.0496,0.187566,0.070066,0.84653
symbB1.EST_k37c20_2935|m.6930,230,0,1,2,4,-2.534,-0.5922,0.984402,0.759012,0.94772
symbB1.EST_k37c20_2935|m.6931,199,2,1,2,2,-7.301,-1.2626,0.999999,0.808898,0.873795
symbB1.EST_k37c20_9582|m.22271,1052,3,2,4,5,-6.624,-1.428,0.976579,0.814708,0.833552
symbB1.EST_k37c20_1113|m.2530,766,0,0,0,0,-11.988,-1.1416,1,0.803254,0.896726
symbB1.EST_k37c20_11246|m.25932,1508,0,0,0,1,2.876,0.3768,0.86168,0.540546,0.958274
symbB1.EST_k37c20_11748|m.27081,218,2,2,1,2,-0.7,-0.1357,0.993442,0.681855,0.964659
symbB1.EST_k37c20_1214|m.2760,628,0,0,0,0,-1.332,-0.2214,0.999154,0.700262,0.962299
symbB1.EST_k37c20_12867|m.29616,484,0,0,0,0,-0.676,-0.0616,0.984256,0.664541,0.96602
m.13133,304,8,10,7,10,-1.18,-0.2597,0.99996,0.707902,0.961027
symbB1.EST_k37c20_14283|m.32649,470,1,0,1,1,4.499,0.7092,0.736793,0.430735,0.93761
symbB1.EST_k37c20_1455|m.3360,395,7,3,8,10,2.128,0.4434,0.836403,0.519398,0.954784
symbB1.EST_k37c20_4529|m.10833,454,5,3,5,6,3.137,0.3957,0.854489,0.53459,0.957333
symbB1.EST_k37c20_149|m.340,412,7,4,8,8,-7.591,-1.2699,0.999999,0.809201,0.872223
symbB1.EST_k37c20_5213|m.12433,322,5,2,6,6,0.715,0.223,0.917036,0.587516,0.964169
symbB1.EST_k37c20_1567|m.3635,725,11,9,13,16,-5.196,-1.0837,1,0.800105,0.905851
symbB1.EST_k37c20_17098|m.38976,241,1,0,1,3,-1.922,-0.5046,0.98886,0.748034,0.951419
symbB1.EST_k37c20_17467|m.39790,676,9,6,7,10,-6.909,-1.6406,0.920024,0.818771,0.775892
symbB1.EST_k37c20_3155|m.7489,688,8,6,7,11,8.841,1.1221,0.507571,0.29535,0.903439
m.13136,222,0,0,0,1,-5.646,-0.8332,0.989589,0.782591,0.934268
symbB1.EST_k37c20_184|m.421,116,2,2,1,4,7.185,1.5109,0.358355,0.190318,0.87079
symbB1.EST_k37c20_1987|m.4708,533,0,0,1,3,-2.688,-0.54,0.986796,0.75266,0.949946
symbB1.EST_k37c20_2023|m.4784,188,1,1,1,2,4.962,1.2277,0.454517,0.265056,0.893739
symbB1.EST_k37c20_2081|m.4909,358,3,2,4,4,1.9,0.3682,0.864945,0.543244,0.958688
symbB1.EST_k37c20_2140|m.5027,307,0,0,0,0,3.789,0.5613,0.793069,0.480867,0.947638
symbB1.EST_k37c20_2164|m.5076,4652,0,0,0,0,15.294,2.4017,0.085572,0.030976,0.835202
symbB1.EST_k37c20_2245|m.5304,469,6,4,6,9,7.364,1.5142,0.357627,0.189475,0.870567
symbB1.EST_k37c20_902|m.2067,270,5,4,3,7,-2.339,-0.5181,0.988043,0.74983,0.950859
symbB1.EST_k37c20_6038|m.14360,104,6,6,7,8,-3.443,-0.3547,0.997963,0.725244,0.95749
symbB1.EST_k37c20_23101|m.51379,247,1,1,0,3,-7.979,-1.4353,0.974557,0.814907,0.831655
m.13137,647,0,0,1,1,3.624,0.4884,0.819613,0.504856,0.952179
symbB1.EST_k37c20_2414|m.5716,453,0,0,1,2,-3.199,-0.3981,0.995675,0.732404,0.955766
symbB1.EST_k37c20_2817|m.6645,354,4,4,4,7,-8.713,-1.59,0.931625,0.818083,0.790197
symbB1.EST_k37c20_11023|m.25500,171,11,9,16,14,-3.612,-1.0233,1,0.796475,0.914289
m.38041,516,4,1,8,10,-0.258,-0.051,0.982645,0.661963,0.966157
symbB1.EST_k37c20_4845|m.11546,980,5,2,6,5,-5.61,-0.6217,0.983508,0.762374,0.946416
symbB1.EST_k37c20_11022|m.25497,783,5,2,5,4,9.283,2.1924,0.130722,0.050914,0.841566
symbB1.EST_k37c20_21946|m.49032,657,5,2,5,6,-8.957,-0.816,0.988284,0.781158,0.935556
symbB1.EST_k37c20_642|m.1388,170,1,1,5,3,-9.549,-1.2148,1,0.806811,0.883534
symbB1.EST_k37c20_14788|m.33784,437,3,1,1,1,-7.593,-1.0298,1,0.796883,0.91343
symbB1.EST_k37c20_2583|m.6170,305,0,0,1,0,-0.628,-0.0801,0.986895,0.668981,0.965746
symbB1.EST_k37c20_14961|m.34203,355,2,2,1,2,-0.181,-0.018,0.977181,0.65378,0.966485
symbB1.EST_k37c20_11532|m.26613,389,1,0,0,1,-5.412,-1.0974,1,0.800878,0.903788
symbB1.EST_k37c20_877|m.1991,589,4,1,5,3,7.615,1.0861,0.527591,0.306118,0.906753
m.23201,327,2,2,1,2,-3.579,-0.6112,0.983784,0.761195,0.946885
symbB1.EST_k37c20_28846|m.62323,470,0,0,0,1,-5.961,-0.8569,0.991575,0.784516,0.932368
symbB1.EST_k37c20_2900|m.6850,320,5,5,7,6,-9.491,-1.0184,1,0.796164,0.914929
symbB1.EST_k37c20_3028|m.7191,391,7,11,7,10,8.913,1.4032,0.386839,0.218028,0.878709
symbB1.EST_k37c20_3070|m.7296,138,1,1,0,2,7.043,1.2202,0.457989,0.267149,0.89442
symbB1.EST_k37c20_3071|m.7301,172,1,1,1,1,5.353,0.7012,0.74014,0.433484,0.938176
symbB1.EST_k37c20_3138|m.7442,296,4,3,3,8,-1.408,-0.2961,0.999804,0.714819,0.959725
symbB1.EST_k37c20_3283|m.7800,496,4,2,6,6,-1.14,-0.2261,0.999309,0.70122,0.962149
symbB1.EST_k37c20_3326|m.7935,316,5,4,8,7,8.358,0.9309,0.620548,0.355258,0.920508
symbB1.EST_k37c20_5221|m.12447,319,3,5,8,10,-2.082,-0.3352,0.998764,0.721873,0.958249
symbB1.EST_k37c20_36410|m.75095,380,0,0,1,3,13.627,1.4623,0.370026,0.202765,0.874214
symbB1.EST_k37c20_13594|m.31220,315,2,2,2,4,-12.265,-1.2951,0.999998,0.810218,0.866613
symbB1.EST_k37c20_3830|m.9127,133,2,1,1,1,3.99,0.3365,0.876908,0.553121,0.960133
symbB1.EST_k37c20_409|m.896,1046,0,0,1,1,0.556,0.0707,0.959252,0.630654,0.966613
symbB1.EST_k37c20_47206|m.87566,331,2,0,2,1,3.73,0.495,0.81718,0.502706,0.951782
symbB1.EST_k37c20_47208|m.87569,118,0,1,1,1,-10.435,-1.5103,0.953115,0.816677,0.811868
symbB1.EST_k37c20_475|m.1111,752,3,1,1,3,3.016,0.4037,0.851444,0.532058,0.956923
m.34954,142,1,0,1,2,4.291,0.5226,0.807081,0.493668,0.950091
symbB1.EST_k37c20_4774|m.11339,320,4,3,3,5,5.101,0.5769,0.787434,0.475666,0.946626
symbB1.EST_k37c20_49226|m.89774,737,2,1,2,4,-16.699,-1.7708,0.898199,0.820023,0.735489
symbB1.EST_k37c20_521|m.1204,664,0,0,1,2,3.845,0.8393,0.673797,0.386035,0.927946
symbB1.EST_k37c20_5269|m.12556,4620,0,1,1,1,4.446,1.0158,0.568892,0.327838,0.913128
symbB1.EST_k37c20_3669|m.8636,4548,0,1,0,1,5.981,0.5315,0.803848,0.490738,0.949535
symbB1.EST_k37c20_12291|m.28283,3958,0,1,0,1,-1.912,-0.3008,0.999724,0.715688,0.959551
symbB1.EST_k37c20_48143|m.88480,266,0,0,0,1,0.484,0.0607,0.96151,0.633341,0.966655
m.13171,608,0,0,0,1,1.015,0.0965,0.953144,0.623634,0.966439
symbB1.EST_k37c20_5933|m.14161,198,2,2,1,3,3.14,0.3102,0.886667,0.561231,0.96123
symbB1.EST_k37c20_6507|m.15457,630,2,1,3,3,-8.278,-1.5196,0.95047,0.816865,0.809378
symbB1.EST_k37c20_6972|m.16460,195,0,1,1,3,-16.559,-1.9673,0.867406,0.82101,0.659512
symbB1.EST_k37c20_7183|m.16913,688,1,0,0,1,-3.054,-0.3781,0.996804,0.729164,0.956566
symbB1.EST_k37c20_7666|m.17974,572,0,0,1,1,-20.923,-2.5863,0.505003,0.82004,0.347066
symbB1.EST_k37c20_622|m.1334,503,0,0,2,0,5.886,0.548,0.797873,0.485283,0.948491
symbB1.EST_k37c20_623|m.1338,545,0,0,2,1,2.183,0.19,0.927444,0.59719,0.96499
symbB1.EST_k37c20_9496|m.22100,2133,2,3,1,3,-9.175,-1.7666,0.898775,0.819991,0.736899
symbB1.EST_k37c20_1915|m.4556,2152,1,1,1,1,0.246,0.0299,0.968083,0.641491,0.966693
m.1027,157,1,1,2,3,4.537,0.5412,0.800333,0.487535,0.948923
m.10469,238,0,0,0,1,0.152,0.0188,0.970314,0.644381,0.966674
m.13180,357,1,3,1,1,-6.994,-0.534,0.987125,0.751895,0.950197
m.10767,590,0,0,0,1,-2.436,-0.4281,0.993816,0.73708,0.954554
m.10886,397,0,0,1,0,-1.43,-0.1377,0.993636,0.682304,0.964613
m.1157,147,1,2,1,3,-0.444,-0.0861,0.987703,0.670404,0.965647
m.12158,191,0,0,0,2,-7.232,-0.9175,0.997397,0.789188,0.926749
m.12643,211,0,0,0,0,-4.335,-0.5386,0.986872,0.752482,0.950004
m.1320,427,0,0,0,0,2.331,0.3632,0.866842,0.544809,0.958924
m.14269,430,3,2,0,1,2.312,0.2876,0.894874,0.568137,0.962097
m.14377,379,0,1,0,1,0.962,0.1778,0.931119,0.600724,0.965252
m.15023,141,0,0,0,1,-5.291,-0.4122,0.994822,0.734629,0.955198
m.15259,327,3,3,3,3,-4.778,-0.779,0.985913,0.777965,0.938091
m.15388,345,0,0,0,1,0.157,0.0237,0.969339,0.643108,0.966684
m.15422,456,0,0,0,1,-5.346,-0.8713,0.992874,0.785658,0.931136
m.13193,278,0,0,0,1,5.402,0.3968,0.854069,0.534243,0.957277
m.16861,197,0,0,0,0,-9.363,-0.8216,0.988696,0.781628,0.935145
m.16864,208,0,0,0,0,-11.83,-1.2769,0.999999,0.809489,0.870693
m.20814,538,0,0,0,0,-6.459,-0.7126,0.983344,0.771816,0.941987
m.2094,592,0,0,0,0,14.997,1.404,0.386591,0.21782,0.878646
m.2198,339,0,0,0,0,6.948,1.1187,0.509423,0.296357,0.903753
m.22426,144,0,0,0,1,-3.838,-0.3972,0.995729,0.73226,0.955802
m.13197,189,3,4,4,4,-1.467,-0.1771,0.996881,0.69097,0.963613
m.23204,134,3,2,4,3,2.563,0.5744,0.788338,0.476501,0.946789
m.24306,306,0,0,0,1,8.759,1.1023,0.518471,0.301243,0.905264
m.24810,159,1,0,0,0,-7.397,-0.8262,0.989044,0.782012,0.934801
m.25802,790,0,0,0,0,-4.935,-0.6481,0.983041,0.765252,0.945205
m.132,146,2,4,3,6,3.6,0.4984,0.815929,0.501597,0.951577
m.260,236,1,1,0,0,10.509,1.0624,0.541229,0.313338,0.908921
m.26433,413,0,1,0,0,-8.573,-1.1728,1,0.804826,0.891343
m.30054,147,1,2,0,1,4.713,0.6321,0.767222,0.457079,0.942954
m.3031,463,2,2,2,0,7.211,0.6881,0.74551,0.437978,0.939097
m.13206,240,0,0,0,2,-5.622,-1.1027,1,0.801173,0.902975
m.32275,204,0,0,0,1,-7.581,-1.1009,1,0.801073,0.903252
m.32280,100,0,0,0,0,0.927,0.1897,0.927535,0.597277,0.964996
m.32419,128,0,0,0,0,-4.736,-0.4792,0.990478,0.744547,0.952466
m.32790,184,0,0,0,0,7.056,1.1039,0.517581,0.300765,0.905117
m.36055,147,1,1,0,1,-3.839,-0.4929,0.989596,0.746446,0.951902
m.3747,251,0,1,1,1,-5.167,-0.861,0.991939,0.784843,0.932023
m.4790,759,0,1,0,0,-0.815,-0.1398,0.993839,0.682776,0.964564
m.13222,200,1,4,3,4,-3.996,-0.989,1,0.794246,0.918639
m.5439,531,0,0,0,1,-7.034,-1.1421,1,0.80328,0.896642
m.5448,204,0,0,0,0,2.027,0.3167,0.884274,0.559234,0.960968
m.5534,255,0,0,0,1,2.541,0.3976,0.853763,0.53399,0.957237
m.559,466,0,0,0,0,3.818,0.2625,0.903737,0.575732,0.962975
m.5791,301,0,0,0,0,-0.039,-0.0045,0.974756,0.650365,0.966576
m.7304,285,0,0,0,1,-3.004,-0.5778,0.984967,0.757313,0.948343
m.8231,396,0,0,0,1,-1.601,-0.1753,0.99676,0.690582,0.963662
m.8454,243,0,1,1,1,-1.239,-0.1541,0.995127,0.685956,0.964217
m.8791,125,0,0,0,1,1.699,0.2449,0.909769,0.581009,0.963535
m.8809,274,0,0,0,1,-9.518,-1.183,1,0.805321,0.889508
m.8880,300,2,2,2,2,-2.431,-0.2994,0.999749,0.71543,0.959603
m.9062,253,1,1,1,1,-4.619,-0.6207,0.983533,0.762262,0.946461
m.9611,446,0,0,0,2,1.821,0.3578,0.868887,0.546496,0.959176
symbB1.EST_k37c20_13957|m.31989,701,0,0,1,0,4.103,0.5409,0.800442,0.487634,0.948942
symbB1.EST_k37c20_14815|m.33870,1477,2,2,1,0,-6.924,-0.9582,1,0.792135,0.922297
m.13226,326,2,3,2,3,-1.449,-0.2849,0.999942,0.712727,0.960134
symbB1.EST_k37c20_16474|m.37535,172,0,0,0,0,-5.69,-0.8969,0.995323,0.787639,0.928791
symbB1.EST_k37c20_24934|m.54977,285,0,0,0,1,3.983,0.3549,0.869983,0.547401,0.95931
symbB1.EST_k37c20_37403|m.76597,647,3,3,3,2,-3.944,-0.6082,0.983874,0.760855,0.947018
symbB1.EST_k37c20_42278|m.83126,244,2,3,2,2,-10.646,-0.9461,1,0.791276,0.923672
symbB1.EST_k37c20_8675|m.20239,134,1,0,0,1,-11.087,-0.9078,0.996412,0.788463,0.927728
m.13240,197,2,1,1,2,4.091,0.3819,0.85974,0.538943,0.958024
m.10342,512,0,0,0,0,-6.626,-0.7557,0.984754,0.775871,0.939543
symbB1.EST_k37c20_10759|m.24902,986,0,1,1,1,-6.828,-0.9036,0.995991,0.788147,0.928142
symbB1.EST_k37c20_11223|m.25887,300,2,1,2,3,-2.994,-0.4242,0.994067,0.736484,0.954712
symbB1.EST_k37c20_5636|m.13449,465,0,0,0,1,0.15,0.02,0.970076,0.64407,0.966677
m.12204,184,1,1,0,1,3.359,0.2513,0.907595,0.579095,0.963337
m.15145,279,0,0,0,1,3.612,0.4209,0.844909,0.526593,0.956016
m.15779,427,0,0,0,1,-6.953,-0.9773,1,0.793456,0.920056
m.16303,320,0,0,0,0,-14.771,-1.9128,0.877681,0.820821,0.682583
m.1809,261,0,0,0,0,-2.343,-0.4785,0.990523,0.744448,0.952495
m.19423,152,0,1,0,1,0.418,0.0637,0.960838,0.632537,0.966644
m.10239,279,0,0,0,1,-5.965,-0.9259,0.99826,0.789809,0.925875
m.13278,257,1,2,0,1,3.76,0.3734,0.86297,0.541614,0.958439
m.22490,163,0,1,0,1,-7.243,-1.0844,1,0.800145,0.905747
m.28497,512,0,0,0,0,-5.326,-0.8214,0.988681,0.781611,0.93516
m.3406,975,0,1,0,0,-2.693,-0.4731,0.990875,0.743687,0.952716
m.3433,518,0,0,0,1,-4.855,-0.6157,0.983661,0.761703,0.946685
m.1328,203,0,0,0,0,-4.098,-0.3506,0.998143,0.724544,0.957651
m.3942,152,0,0,0,1,-0.336,-0.0372,0.980441,0.65857,0.966312
m.3958,820,0,1,0,0,-7.33,-1.5536,0.941053,0.817495,0.800197
m.4719,628,0,0,1,1,1.241,0.1417,0.941426,0.611038,0.965899
m.548,221,0,0,0,1,1.928,0.2103,0.921121,0.591259,0.964504
m.6121,222,0,0,0,0,-3.885,-0.6486,0.983035,0.765305,0.945181
m.6171,973,0,0,0,2,-11.248,-2.052,0.847768,0.82119,0.620793
m.13288,883,0,0,0,0,1.298,0.1917,0.926925,0.596696,0.964951
symbB1.EST_k37c20_1107|m.2509,910,1,0,1,0,-0.904,-0.1465,0.994461,0.684272,0.964404
symbB1.EST_k37c20_26417|m.57788,642,1,1,1,1,-2.723,-0.26,0.999963,0.707961,0.961017
m.28490,201,0,0,1,0,8.83,1.3522,0.40378,0.231375,0.882851
symbB1.EST_k37c20_24898|m.54900,840,0,0,0,1,4.013,0.5574,0.794477,0.482164,0.94789
symbB1.EST_k37c20_3711|m.8852,350,1,1,1,3,1.961,0.3055,0.888389,0.562672,0.961417
m.11167,387,0,0,0,1,2.712,0.4031,0.851672,0.532249,0.956954
m.11237,275,0,0,0,0,1.011,0.2002,0.924299,0.594217,0.964753
m.13295,297,1,0,0,1,7.744,1.0655,0.539427,0.312387,0.908638
m.21863,436,0,0,0,0,-0.289,-0.0433,0.981431,0.660075,0.966247
m.22934,136,0,0,0,1,-0.594,-0.0778,0.98658,0.668433,0.965782
m.38421,218,0,0,0,1,0.606,0.1089,0.950059,0.620215,0.96632
m.13314,295,3,3,3,4,7.382,1.3659,0.399007,0.227769,0.881717
m.5372,300,1,0,0,2,0.942,0.095,0.95351,0.624045,0.966451
m.7032,375,0,1,1,0,5.366,0.7754,0.706852,0.407945,0.932809
m.8882,347,0,0,0,2,-9.435,-1.3215,1,0.811235,0.860422
m.9648,303,0,0,0,1,11.561,1.7207,0.31921,0.13752,0.858999
symbB1.EST_k37c20_16307|m.37144,383,1,0,1,1,7.247,1.0258,0.562878,0.324692,0.912233
symbB1.EST_k37c20_16682|m.38041,281,2,1,2,3,-5.168,-0.9889,1,0.794239,0.918652
symbB1.EST_k37c20_19065|m.43125,627,0,0,0,0,0.625,0.0673,0.960027,0.63157,0.966629
m.13356,586,0,0,0,0,3.252,0.4431,0.836516,0.519494,0.954801
symbB1.EST_k37c20_3717|m.8859,492,1,1,0,0,-0.519,-0.0799,0.986868,0.668933,0.965749
symbB1.EST_k37c20_47040|m.87462,229,0,0,0,1,2.507,0.2789,0.897979,0.570778,0.962412
m.20249,222,0,0,0,0,-5.25,-0.8598,0.991832,0.784747,0.932125
symbB1.EST_k37c20_15345|m.34993,197,1,1,1,2,2.047,0.2118,0.920644,0.590818,0.964466
m.13078,280,2,1,4,0,-4.993,-0.5056,0.988796,0.748169,0.951378
m.13371,1200,4,4,7,9,10.915,1.6385,0.33434,0.157936,0.86306
m.17390,576,0,0,0,0,-0.191,-0.0404,0.980964,0.659361,0.966279
m.28539,199,1,1,0,0,-10.438,-1.3589,0.994007,0.81258,0.851198
m.33243,759,1,1,1,1,-3.184,-0.4977,0.989292,0.747101,0.951704
m.1339,464,16,16,17,20,5.467,1.2053,0.465023,0.271332,0.895778
m.9274,131,0,0,0,1,9.387,0.9751,0.593626,0.340829,0.916719
symbB1.EST_k37c20_22419|m.50026,1501,0,1,1,1,-6.9,-0.7987,0.987097,0.779684,0.936779
m.1145,390,0,0,0,0,-4.562,-0.5755,0.985069,0.757038,0.948442
m.18621,247,0,0,0,0,-6.094,-0.7615,0.985015,0.776399,0.939191
m.19106,321,0,0,0,1,11.264,1.6111,0.339034,0.164846,0.864567
m.13423,531,2,2,3,1,-7.912,-1.1476,1,0.803563,0.895717
m.29890,126,0,1,0,0,-9.698,-1.101,1,0.801078,0.903236
m.35539,566,0,1,0,1,7.94,1.3617,0.400453,0.228873,0.882063
m.9470,281,0,0,0,0,7.222,1.5185,0.356691,0.188378,0.870278
symbB1.EST_k37c20_43079|m.84058,495,1,1,1,3,14.933,1.2627,0.438932,0.255395,0.890591
symbB1.EST_k37c20_6001|m.14297,612,0,0,0,1,-9.952,-0.9709,1,0.793018,0.920816
m.22827,185,0,0,0,0,-4.282,-0.7071,0.983235,0.771281,0.942279
m.13425,114,0,0,0,0,-5.581,-0.6631,0.982922,0.766836,0.944493
m.13303,395,0,0,0,1,2.579,0.403,0.85171,0.53228,0.956959
m.21278,311,0,0,0,0,-0.148,-0.0227,0.978,0.65496,0.966448
m.26791,181,0,0,0,0,-2.536,-0.3187,0.999302,0.718944,0.95888
m.3052,140,0,0,0,2,2.673,0.5834,0.785082,0.473492,0.946201
m.4094,218,1,0,0,1,-1.195,-0.1665,0.996122,0.688675,0.963898
m.5411,316,0,0,0,1,-6.122,-0.7755,0.98572,0.777654,0.938315
m.8629,370,0,0,0,0,-10.855,-1.748,0.901392,0.819846,0.743048
m.9925,1408,0,0,0,2,-5.558,-0.765,0.985184,0.776715,0.938975
m.10289,705,0,0,0,0,4.028,0.5692,0.790217,0.478236,0.947127
m.13427,257,0,0,0,0,-8.247,-1.3285,0.999915,0.811496,0.858725
symbB1.EST_k37c20_4968|m.11868,359,2,3,2,2,-8.876,-1.915,0.877307,0.82083,0.681681
m.29582,292,0,1,0,0,11.267,1.3083,0.420169,0.243046,0.886582
m.32269,102,0,0,0,0,-11.557,-1.6152,0.925611,0.818443,0.783142
m.4359,370,0,0,0,1,-8.867,-1.7424,0.902205,0.819801,0.744869
m.5815,262,1,0,0,0,5.344,0.2845,0.895984,0.569079,0.96221
symbB1.EST_k37c20_7251|m.17057,1438,3,2,2,1,-3.5,-0.4754,0.990724,0.744012,0.952622
m.25343,331,1,0,0,0,10.049,1.3663,0.39887,0.227664,0.881684
symbB1.EST_k37c20_17410|m.39673,708,0,0,0,0,-16.81,-1.3436,0.997312,0.812046,0.855008
m.3392,310,0,0,0,0,-6.57,-0.6042,0.983997,0.760399,0.947195
symbB1.EST_k37c20_1477|m.3395,2273,1,0,1,1,6.5,0.8564,0.664298,0.380218,0.926601
m.13442,270,0,0,0,3,15.823,1.4135,0.383693,0.215354,0.877901
symbB1.EST_k37c20_8208|m.19231,2104,3,3,3,3,-6.39,-1.5101,0.953173,0.816673,0.811922
m.30950,171,0,0,0,0,-0.283,-0.0204,0.977602,0.654383,0.966467
m.16396,363,0,0,0,1,7.61,1.295,0.42546,0.246622,0.887739
m.22947,323,0,0,0,1,-9.675,-1.1922,1,0.805761,0.887819
m.24982,193,1,2,1,2,9.987,1.081,0.530497,0.307663,0.907221
m.13443,372,17,19,21,23,1.79,0.4787,0.823203,0.508008,0.952755
m.450,995,1,1,1,1,3.386,0.4569,0.831331,0.515056,0.954021
symbB1.EST_k37c20_15697|m.35743,248,0,0,0,0,-8.689,-1.3345,0.999163,0.811717,0.857254
symbB1.EST_k37c20_29069|m.62725,664,0,0,0,0,-7.571,-1.2724,0.999999,0.809304,0.871679
m.13444,605,2,1,2,2,3.228,0.2319,0.914116,0.58488,0.96392
m.12364,195,0,0,0,0,-4.663,-0.7462,0.98436,0.774998,0.940107
m.2997,222,0,0,0,0,15.577,1.4519,0.372769,0.205439,0.874979
m.37919,181,0,0,0,1,-4.707,-0.9928,1,0.794499,0.918172
m.9103,276,0,0,0,0,-2.17,-0.3884,0.996236,0.730845,0.956155
m.9624,266,0,0,0,3,7.524,0.9431,0.613146,0.351244,0.919475
m.13448,293,1,1,0,1,1.6,0.1096,0.949882,0.620021,0.966313
symbB1.EST_k37c20_15400|m.35107,584,0,0,0,1,9.628,1.2357,0.450866,0.262833,0.893015
m.20986,292,1,1,0,1,15.354,2.7789,0.042282,0.010069,0.828359
m.19310,151,2,0,1,2,3.323,0.4829,0.821647,0.506644,0.952506
m.20818,279,0,0,0,0,-1.433,-0.2524,0.999887,0.706475,0.961278
m.1346,158,7,9,7,10,6.957,1.0725,0.535376,0.310248,0.907999
m.22619,255,1,1,1,1,-8.642,-1.5843,0.933046,0.817996,0.791777
m.26096,232,0,1,1,0,2.196,0.2832,0.896449,0.569474,0.962258
m.27731,112,0,0,0,0,-0.136,-0.0299,0.97923,0.656758,0.966384
m.37897,102,0,0,0,1,2.908,0.29,0.894012,0.567406,0.962009
m.6009,1126,0,0,0,1,-2.846,-0.3391,0.998618,0.722555,0.958098
m.6781,483,0,0,0,1,-9.337,-1.2473,0.999999,0.808249,0.877016
symbB1.EST_k37c20_12955|m.29796,346,1,1,1,1,-5.735,-0.6329,0.983271,0.763609,0.945908
symbB1.EST_k37c20_19619|m.44232,603,0,0,1,0,15.054,2.2976,0.103528,0.039944,0.838155
m.13471,151,3,1,0,2,-3.182,-0.3073,0.99959,0.71688,0.959309
symbB1.EST_k37c20_23403|m.51979,420,0,0,0,0,5.109,0.5515,0.796608,0.484123,0.948268
symbB1.EST_k37c20_6753|m.15979,351,1,0,0,1,-3.331,-0.4702,0.991065,0.743276,0.952835
m.11820,1432,0,0,0,1,-3.344,-0.7001,0.983119,0.770593,0.942646
m.13475,469,0,0,0,0,-1.072,-0.074,0.98605,0.667526,0.965841
m.4879,605,1,1,0,1,-2.931,-0.3267,0.999056,0.720372,0.958575
m.13476,183,1,2,1,0,14.136,2.3637,0.091359,0.034063,0.836222
m.7317,1692,0,0,0,0,-2.237,-0.2938,0.999838,0.714392,0.959809
m.24162,164,0,0,0,0,-2.997,-0.5053,0.988815,0.748128,0.95139
symbB1.EST_k37c20_30360|m.65003,1124,0,0,1,0,-9.554,-1.2991,0.999998,0.810375,0.865696
m.10304,278,3,3,3,3,-8.485,-1.3772,0.989755,0.813188,0.846588
m.13486,292,10,15,12,11,11.436,1.1242,0.506432,0.29473,0.903245
m.20391,377,0,0,0,0,-15.133,-1.6644,0.915233,0.819049,0.768948
m.35586,136,0,1,0,0,-9.023,-1.4226,0.978056,0.814558,0.834952
