Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.12676	293	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	-0.692	-0.6703	0.995436	0.495509	0.997211
m.12686	459	2	1	1	1	1	0	2	3	0	1	0	0	2	1	1	1	-0.568	-0.5760	0.999409	0.446072	0.997290
m.12693	1749	10	6	14	6	5	8	5	8	8	9	8	6	8	6	9	6	1.232	1.0701	0.000000	0.000000	0.670404
m.12695	530	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	-0.997	-0.8801	0.999982	0.557517	1.000000
m.12698	142	3	5	3	4	1	3	4	3	6	3	6	6	4	5	4	1	0.768	0.6838	0.000313	0.000019	0.734817
m.12699	199	4	5	5	7	5	6	6	4	6	7	5	5	5	8	5	7	1.111	1.1108	0.000000	0.000000	0.665104
m.12709	550	8	10	10	9	6	9	11	6	9	11	9	7	7	10	8	6	1.488	1.3643	0.000000	0.000000	0.638264
m.12711	510	1	2	2	3	1	1	3	2	2	0	2	3	1	3	1	0	-0.076	-0.0738	0.553385	0.073710	0.945838
m.12713	362	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.531	-0.4750	0.997012	0.376234	0.997834
m.12716	167	2	1	1	2	1	1	1	1	3	2	2	2	1	2	1	2	-0.258	-0.2363	0.848938	0.176964	0.981923
m.12721	179	0	0	1	0	2	1	0	0	0	0	4	0	1	0	0	1	-0.373	-0.3286	0.942938	0.253751	0.992718
m.12722	407	2	2	2	2	2	2	2	2	1	3	1	0	2	2	2	1	-0.243	-0.2151	0.819032	0.160697	0.978422
m.12724	296	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.650	-0.6279	0.997236	0.475186	0.997059
m.12725	224	7	6	9	10	6	6	10	8	7	9	9	6	7	9	6	7	0.793	0.7337	0.000144	0.000009	0.725074
m.12732	698	10	11	13	11	10	11	16	11	12	11	13	12	13	11	9	11	1.421	1.5843	0.000000	0.000000	0.622386
m.12733	700	4	4	5	6	4	4	4	3	6	7	4	4	5	6	6	0	0.409	0.4056	0.012933	0.000878	0.798605
m.12740	434	4	6	7	6	6	4	7	8	7	7	6	7	7	7	7	6	0.985	0.8842	0.000011	0.000001	0.698246
m.12744	483	1	2	1	1	3	1	1	1	2	1	0	0	2	2	2	1	-0.400	-0.3831	0.973852	0.300808	0.996011
m.12757	255	5	6	3	7	6	5	5	5	8	5	5	7	5	7	4	7	0.899	0.9681	0.000002	0.000000	0.684945
m.12762	252	3	0	6	0	2	3	0	5	3	3	15	3	2	3	2	14	0.934	0.9966	0.000001	0.000000	0.680701
m.12764	395	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	-0.579	-0.4804	0.997570	0.380371	0.997842
m.12766	325	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.629	-0.6222	0.997497	0.472219	0.997065
m.12770	763	0	1	1	2	0	1	0	0	2	1	0	1	1	2	1	1	-0.509	-0.5324	1.000000	0.417975	0.997628
m.12778	145	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	-0.649	-0.6293	0.997150	0.475906	0.997058
m.12781	500	1	2	2	2	2	1	0	1	2	1	1	1	1	1	1	0	-0.333	-0.3222	0.938219	0.248234	0.992192
m.12786	174	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	-0.524	-0.4887	0.998304	0.386650	0.997840
m.12790	138	2	2	3	2	2	2	5	2	4	2	1	5	4	5	3	0	0.344	0.3145	0.034609	0.002516	0.823891
m.12795	196	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	-0.482	-0.4117	0.984321	0.325099	0.996996
m.12796	156	4	5	4	7	5	4	6	6	6	5	9	7	4	8	7	6	0.862	0.9355	0.000005	0.000000	0.689971
m.12799	378	2	3	4	2	2	3	2	2	3	2	4	3	2	3	3	4	0.252	0.2465	0.066867	0.005175	0.844301
m.1281	317	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	-0.802	-0.7389	0.994307	0.522237	0.998253
m.12810	529	2	7	10	7	1	2	8	8	9	7	8	9	8	9	9	4	1.097	0.9513	0.000003	0.000000	0.687512
m.12813	219	3	3	3	2	2	3	1	4	4	4	5	5	3	4	2	3	1.000	0.9896	0.000002	0.000000	0.681731
m.12818	193	7	13	9	11	7	7	13	9	12	9	8	10	9	11	10	5	1.839	2.1210	0.000000	0.000000	0.601228
m.12824	377	9	6	9	4	9	10	5	9	9	14	11	10	12	8	11	10	1.515	1.0827	0.000000	0.000000	0.668733
m.12825	688	0	1	1	1	0	0	0	1	2	1	2	1	2	1	2	1	-0.167	-0.1676	0.741032	0.127009	0.969187
m.12829	263	1	0	0	2	1	2	0	1	1	1	1	1	2	0	1	1	-0.480	-0.3930	0.977861	0.309272	0.996403
m.1283	112	3	2	2	2	3	2	1	3	4	5	2	3	2	2	4	2	0.593	0.5683	0.001672	0.000105	0.759153
m.12839	312	1	4	2	3	2	1	3	1	4	2	1	1	2	3	2	1	-0.354	-0.2995	0.919433	0.228808	0.990072
m.12859	409	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.588	-0.5199	0.999855	0.409325	0.997714
m.1286	2829	157	258	227	257	167	167	256	207	242	217	237	241	215	247	211	229	2.475	10.2536	0.000000	0.000000	0.578268
m.12872	385	3	1	3	2	3	2	1	3	3	3	3	1	2	1	2	2	0.169	0.1521	0.148871	0.012859	0.874396
m.12890	232	1	1	1	1	1	0	0	1	0	2	1	0	3	0	2	1	-0.191	-0.1653	0.736906	0.125484	0.968692
m.12895	388	1	0	0	0	2	1	0	1	1	1	0	1	1	2	1	0	-0.584	-0.5489	1.000000	0.428992	0.997502
m.129	503	2	2	2	1	1	1	3	2	2	2	1	2	1	1	2	0	-0.211	-0.2042	0.802443	0.152612	0.976471
m.12917	415	2	0	0	2	1	1	1	1	0	0	0	0	2	1	1	2	-0.383	-0.3505	0.957268	0.272687	0.994286
m.12931	406	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.700	-0.6827	0.995024	0.500885	0.997328
m.12941	323	7	9	5	7	6	5	6	5	11	5	12	10	4	8	5	7	1.582	1.4036	0.000000	0.000000	0.634981
m.12945	765	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	1	-0.500	-0.4395	0.991424	0.348096	0.997558
m.1296	468	4	6	2	4	4	4	3	4	5	5	5	4	4	5	4	4	0.739	0.7212	0.000175	0.000011	0.727474
m.12970	372	0	5	4	2	1	1	3	3	5	4	4	4	2	3	2	1	0.381	0.3711	0.019032	0.001323	0.807897
m.12976	264	1	2	1	3	1	2	2	1	1	3	1	2	2	2	3	3	0.255	0.2571	0.060609	0.004641	0.841039
m.12982	418	3	2	4	3	3	4	2	2	2	3	3	2	3	2	2	2	0.053	0.0488	0.302931	0.030832	0.908263
m.12989	486	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.504	-0.4723	0.996700	0.374150	0.997827
m.12991	100	11	26	21	23	11	12	22	17	20	21	15	22	16	19	16	18	2.292	2.6613	0.000000	0.000000	0.591327
m.12999	500	0	1	1	2	1	0	3	1	2	1	0	2	1	1	1	2	-0.498	-0.4440	0.992334	0.351746	0.997618
m.1301	177	4	8	8	7	5	5	7	4	6	9	9	5	7	4	9	8	1.213	1.4342	0.000000	0.000000	0.632569
m.13014	751	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-0.490	-0.4196	0.986624	0.331706	0.997192
m.13024	171	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	-0.573	-0.4935	0.998656	0.390236	0.997832
m.13026	699	2	1	0	0	1	1	0	1	0	2	0	0	1	1	2	1	-0.591	-0.4515	0.993714	0.357779	0.997700
m.13039	212	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	-0.543	-0.4809	0.997613	0.380752	0.997842
m.13050	236	0	2	0	0	0	0	2	1	0	1	0	0	1	0	2	1	-0.532	-0.5342	1.000000	0.419199	0.997615
m.13075	235	2	2	1	3	2	2	1	1	2	2	2	1	1	2	2	0	-0.347	-0.3711	0.968365	0.290489	0.995456
m.13082	610	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	-0.622	-0.5334	1.000000	0.418655	0.997621
m.13085	424	2	3	2	3	2	3	4	3	3	3	3	3	2	3	3	2	0.424	0.4039	0.013187	0.000896	0.799055
m.13089	190	4	3	3	3	5	4	3	3	4	5	4	3	5	4	5	4	0.769	0.8021	0.000047	0.000003	0.712412
m.13090	174	4	4	2	2	2	3	3	2	5	2	2	2	2	2	4	2	0.208	0.2160	0.087901	0.007025	0.853835
m.13091	557	1	4	1	3	1	2	2	1	2	1	1	1	3	3	1	1	-0.331	-0.3115	0.929771	0.239045	0.991243
m.13094	265	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	-0.268	-0.2386	0.851991	0.178769	0.982280
m.13107	529	2	1	2	2	5	5	2	3	2	5	4	1	5	2	4	4	0.635	0.5735	0.001556	0.000097	0.757999
m.13119	549	5	7	6	6	5	4	5	4	7	4	1	2	3	4	5	1	0.676	0.6815	0.000324	0.000020	0.735277
m.13131	436	5	3	4	3	6	5	4	7	4	6	4	2	6	4	4	4	0.825	0.9236	0.000006	0.000000	0.691851
m.13133	304	5	3	5	2	6	4	4	7	5	5	10	6	5	6	5	7	1.174	1.2189	0.000000	0.000000	0.652394
m.13136	222	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	-0.738	-0.6697	0.995461	0.495242	0.997206
m.13171	608	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	-0.683	-0.5931	0.998781	0.456187	0.997177
m.13173	263	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.782	-0.7995	0.996592	0.540252	0.999586
m.13180	357	1	0	0	0	3	3	1	2	3	1	5	2	1	4	2	2	0.413	0.3828	0.016726	0.001153	0.804707
m.13191	264	3	4	3	4	2	3	2	3	4	3	4	4	4	3	3	3	0.117	0.1108	0.202099	0.018522	0.887944
m.13197	189	1	2	1	2	1	2	2	3	2	1	4	2	1	2	1	2	-0.120	-0.1123	0.634199	0.093348	0.956163
m.132	146	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.845	-0.7601	0.994691	0.529091	0.998724
m.13206	240	2	2	1	2	2	2	4	0	1	5	0	2	3	2	3	0	0.248	0.2246	0.081492	0.006452	0.851126
m.13208	752	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.852	-0.8182	0.998091	0.544885	0.999880
m.13218	683	1	0	1	0	2	1	0	0	1	1	0	2	0	1	0	0	-0.588	-0.5406	1.000000	0.423507	0.997567
m.13226	326	2	4	3	3	1	1	4	0	5	4	5	2	5	3	4	2	0.156	0.1488	0.152708	0.013250	0.875474
m.13233	253	0	4	2	5	0	0	4	3	5	1	5	4	2	4	2	3	0.356	0.2995	0.040249	0.002963	0.828285
m.13240	197	2	3	1	1	2	2	2	2	2	3	2	2	4	3	2	1	0.419	0.3387	0.026948	0.001920	0.816938
m.13248	748	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-0.770	-0.7272	0.994271	0.518183	0.998014
m.1328	203	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	-0.362	-0.3242	0.939721	0.249957	0.992360
m.13287	313	1	0	0	0	1	1	0	1	2	0	0	0	0	0	1	1	-0.512	-0.4817	0.997675	0.381361	0.997843
m.13295	297	1	1	1	2	2	1	2	1	1	2	1	0	2	0	3	1	-0.235	-0.2130	0.815898	0.159124	0.978054
m.133	397	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-0.371	-0.3178	0.934830	0.244450	0.991813
m.13303	395	0	1	1	1	0	0	2	1	0	1	1	1	2	1	1	0	-0.843	-0.7925	0.996135	0.538411	0.999448
m.13314	295	6	10	5	8	7	6	12	3	9	6	15	8	7	6	7	8	1.372	1.4135	0.000000	0.000000	0.634187
m.1334	391	0	1	1	1	0	1	1	1	2	1	1	1	2	1	1	1	-0.316	-0.2837	0.904384	0.215477	0.988351
m.13347	625	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.773	-0.7121	0.994380	0.512654	0.997737
m.13356	586	1	1	1	0	0	1	0	0	1	0	1	4	1	5	0	0	-0.176	-0.1549	0.717828	0.118723	0.966402
m.13371	1200	2	5	7	5	5	2	4	4	6	9	9	6	9	6	11	5	1.314	1.1951	0.000000	0.000000	0.655024
m.1339	464	2	3	6	3	5	4	3	4	2	10	6	4	7	3	7	4	1.061	1.0055	0.000001	0.000000	0.679405
m.134	169	1	2	1	1	1	2	1	1	2	2	2	3	1	2	2	2	-0.146	-0.1384	0.686403	0.108446	0.962596
m.13409	233	3	3	3	2	3	3	2	2	4	2	4	3	4	4	3	3	0.556	0.4921	0.004564	0.000295	0.776784
m.13423	531	4	3	5	4	4	3	4	3	3	5	4	4	3	4	3	4	0.945	0.8562	0.000019	0.000001	0.702951
m.13424	343	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	-0.612	-0.5759	0.999411	0.446011	0.997290
m.13425	114	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	-0.699	-0.6548	0.996025	0.488432	0.997112
m.13427	257	1	0	0	0	0	2	0	0	1	1	0	0	1	1	0	1	-0.493	-0.4626	0.995459	0.366584	0.997785
m.13432	425	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	-0.598	-0.6212	0.997528	0.471693	0.997067
m.13434	1309	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	-0.587	-0.5644	0.999743	0.438917	0.997378
m.13436	653	4	3	3	3	5	4	4	3	3	4	3	3	5	2	4	1	0.677	0.7054	0.000224	0.000014	0.730546
m.13443	372	5	18	16	19	8	6	17	14	20	11	14	21	13	18	11	14	2.048	2.3540	0.000000	0.000000	0.596124
m.13444	605	1	3	5	4	1	1	3	3	4	3	3	2	3	3	3	2	0.428	0.4598	0.006817	0.000448	0.784694
m.13448	293	1	3	3	5	1	1	4	3	4	2	2	2	2	3	4	1	0.317	0.3072	0.037263	0.002725	0.826021
m.1346	158	9	10	9	9	8	9	6	4	5	6	9	8	7	5	8	4	0.840	0.8034	0.000046	0.000003	0.712179
m.13471	151	1	1	1	2	1	1	2	6	3	2	2	2	1	3	2	3	-0.050	-0.0443	0.490270	0.060764	0.937347
m.13475	469	6	3	3	3	6	6	4	2	2	3	4	2	3	3	4	3	0.436	0.3943	0.014704	0.001006	0.801611
m.13476	183	1	0	2	0	3	1	0	1	2	1	1	2	1	1	1	1	-0.298	-0.2672	0.886862	0.201785	0.986331
m.13486	292	4	14	12	11	5	6	12	13	14	10	17	13	9	14	11	15	2.053	2.8208	0.000000	0.000000	0.589392
m.13488	163	0	1	2	1	0	0	3	1	0	1	2	1	1	2	1	0	-0.670	-0.5670	0.999669	0.440541	0.997358
m.13490	255	3	5	5	5	4	5	5	3	7	5	5	6	3	6	4	4	1.046	1.0554	0.000000	0.000000	0.672389
m.13492	741	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.669	-0.5874	0.998986	0.452873	0.997212
m.13513	367	0	0	1	2	1	0	0	1	1	1	0	1	1	1	1	0	-0.388	-0.3340	0.946724	0.258414	0.993137
m.13514	432	0	0	2	1	0	2	1	0	1	2	0	1	2	1	2	2	-0.358	-0.3301	0.944004	0.255045	0.992836
m.13516	189	5	9	8	6	5	5	8	8	8	8	7	7	6	8	6	7	1.412	1.4683	0.000000	0.000000	0.630024
m.13531	269	0	2	1	2	3	2	1	2	0	3	2	0	1	1	2	0	-0.131	-0.1220	0.653916	0.098791	0.958611
m.13540	365	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	1	-0.458	-0.3855	0.974863	0.302864	0.996111
m.1355	1555	3	6	5	5	4	4	3	5	5	6	4	4	4	5	3	5	1.206	1.4197	0.000000	0.000000	0.633697
m.13557	339	1	0	2	2	2	0	2	1	4	3	3	3	2	3	2	3	0.462	0.3747	0.018294	0.001269	0.806911
m.13574	515	2	3	1	3	2	2	3	2	4	2	4	3	2	3	2	3	0.199	0.1929	0.107128	0.008790	0.861189
m.13590	549	9	14	12	10	10	9	12	10	12	12	18	14	14	15	11	12	1.746	1.5557	0.000000	0.000000	0.624132
m.13617	393	1	2	2	2	1	1	1	1	0	1	1	1	2	1	2	1	-0.421	-0.4300	0.989309	0.340320	0.997405
m.13622	146	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	-0.370	-0.2984	0.918440	0.227874	0.989959
m.13637	665	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	-0.703	-0.6095	0.998074	0.465405	0.997099
m.13659	548	1	1	1	0	0	0	2	0	0	1	1	0	2	1	0	2	-0.303	-0.2823	0.902970	0.214305	0.988188
m.1369	374	52	61	58	67	53	58	67	54	59	55	64	57	56	58	55	60	2.287	2.3959	0.000000	0.000000	0.595352
m.13710	208	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	-0.529	-0.4632	0.995542	0.367056	0.997788
m.13716	211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.546	-0.4720	0.996668	0.373918	0.997826
m.13720	455	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.654	-0.5647	0.999733	0.439105	0.997376
m.1373	177	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	-0.752	-0.6531	0.996115	0.487631	0.997104
m.13742	710	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	-0.971	-0.9025	0.999982	0.561164	1.000000
m.13743	311	8	7	8	7	6	7	7	8	7	8	6	7	7	8	8	6	0.902	0.6058	0.000990	0.000061	0.750959
m.13744	138	2	2	2	1	2	2	2	1	2	3	2	2	1	2	3	0	0.029	0.0282	0.341445	0.036149	0.914912
m.13748	486	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	-0.614	-0.5462	1.000000	0.427221	0.997524
m.13753	335	1	3	2	2	0	0	2	1	2	3	4	1	1	1	4	1	-0.085	-0.0854	0.578059	0.079296	0.949046
m.13791	176	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	-0.542	-0.4731	0.996780	0.374769	0.997829
m.13811	436	0	0	1	0	0	0	1	0	1	1	2	1	3	1	1	2	-0.175	-0.1536	0.715406	0.117893	0.966110
m.13842	680	9	13	10	12	8	8	15	10	4	10	10	4	10	5	10	9	0.973	1.0568	0.000000	0.000000	0.672198
m.13862	447	4	4	3	6	3	4	4	5	3	3	2	5	2	5	3	4	0.546	0.4560	0.007139	0.000470	0.785643
m.13863	1106	5	9	9	8	3	3	8	4	6	15	1	6	14	5	13	0	1.314	1.4609	0.000000	0.000000	0.630564
m.13869	191	0	1	0	2	0	0	1	1	1	1	2	1	2	2	2	1	-0.168	-0.1404	0.690290	0.109662	0.963069
m.13885	1031	1	0	2	1	1	1	0	2	0	0	0	0	0	0	1	0	-0.523	-0.4537	0.994093	0.359536	0.997720
m.139	190	4	3	3	3	3	3	3	3	4	4	3	4	5	4	4	2	0.848	0.6651	0.000416	0.000025	0.738582
m.1390	448	11	15	14	12	14	10	13	12	18	13	11	16	10	17	12	11	1.833	1.5909	0.000000	0.000000	0.621994
m.13903	193	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	-0.672	-0.6295	0.997144	0.476009	0.997058
m.13957	123	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	-0.539	-0.4754	0.997057	0.376542	0.997835
m.1396	509	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.773	-0.6860	0.994928	0.502274	0.997364
m.13977	445	8	11	12	12	8	7	10	9	18	10	14	16	10	18	10	15	1.566	1.5896	0.000000	0.000000	0.622071
m.14053	115	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-0.579	-0.5077	0.999453	0.400639	0.997782
m.1408	226	7	6	4	4	3	5	6	4	2	5	1	1	7	2	7	1	0.423	0.3496	0.024012	0.001697	0.813862
m.14083	1506	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	2	-0.420	-0.3390	0.950085	0.262736	0.993506
m.141	436	25	31	29	28	20	21	33	24	37	28	33	34	33	34	31	29	2.742	5.4741	0.000000	0.000000	0.579294
m.14108	268	1	1	0	1	1	0	2	0	2	0	0	1	0	1	2	1	-0.326	-0.2825	0.903172	0.214472	0.988211
m.14109	662	1	0	2	0	0	1	0	0	1	2	2	0	1	0	2	0	-0.463	-0.4189	0.986422	0.331123	0.997176
m.14128	211	3	3	7	2	5	3	3	5	3	7	11	2	5	2	5	8	0.946	0.9778	0.000002	0.000000	0.683485
m.1413	338	3	6	5	5	5	3	5	5	3	4	4	5	6	4	4	7	0.957	0.9939	0.000002	0.000000	0.681097
m.14134	135	1	0	0	0	2	1	0	0	0	1	0	0	1	1	1	0	-0.767	-0.6730	0.995342	0.496701	0.997233
m.14137	212	0	0	2	0	0	1	1	1	0	0	1	0	1	0	1	1	-1.009	-0.9300	0.999973	0.565058	1.000000
m.1415	197	1	1	4	1	0	0	1	4	0	5	2	1	1	0	1	3	-0.028	-0.0264	0.452238	0.053768	0.931989
m.14152	569	0	0	1	1	1	0	0	1	1	1	1	1	2	1	0	1	-0.565	-0.5148	0.999720	0.405723	0.997745
m.14201	145	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	-0.795	-0.8145	0.997763	0.544000	0.999833
m.14203	282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.633	-0.5666	0.999673	0.440292	0.997361
m.14213	220	1	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	-0.562	-0.4778	0.997295	0.378384	0.997839
m.14255	219	2	2	2	2	2	3	3	1	3	3	2	3	3	2	2	3	0.127	0.1311	0.174518	0.015520	0.881272
m.14269	430	0	2	0	0	0	0	0	0	0	2	2	0	3	1	2	0	-0.198	-0.1737	0.751856	0.131101	0.970478
m.14297	518	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-0.659	-0.6039	0.998304	0.462311	0.997122
m.14312	960	13	19	21	20	13	13	21	18	14	13	17	13	12	16	15	15	1.699	1.5542	0.000000	0.000000	0.624226
m.14349	643	0	1	1	1	0	0	0	2	2	1	1	1	0	2	1	1	-0.523	-0.5179	0.999823	0.407917	0.997727
m.14355	846	9	14	14	10	10	9	13	8	14	13	11	14	12	13	11	9	1.674	1.8438	0.000000	0.000000	0.609843
m.1436	550	14	21	25	20	11	10	21	20	21	23	16	16	21	23	22	22	1.916	2.8014	0.000000	0.000000	0.589615
m.14364	158	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	-0.842	-0.7987	0.996537	0.540044	0.999571
m.1437	515	1	1	1	1	2	2	1	2	2	0	2	0	2	0	1	1	-0.276	-0.2402	0.854095	0.180029	0.982525
m.14375	119	1	2	1	2	1	1	1	0	1	1	1	1	2	1	1	1	-0.472	-0.4083	0.983255	0.322240	0.996902
m.14377	379	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.501	-0.4509	0.993616	0.357299	0.997694
m.1440	833	1	0	1	1	1	1	1	0	2	1	0	1	1	0	2	1	-0.711	-0.6784	0.995160	0.499049	0.997283
m.14422	417	2	5	4	5	2	4	7	6	7	5	8	6	6	7	5	6	0.852	0.7330	0.000145	0.000009	0.725208
m.14438	273	2	1	1	2	2	1	1	1	1	0	1	0	0	0	0	0	-0.774	-0.7105	0.994397	0.512048	0.997710
m.14458	126	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	0.186	0.1700	0.129277	0.010909	0.868572
m.14465	536	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-0.564	-0.5389	1.000000	0.422370	0.997580
m.1447	450	0	0	2	2	1	0	2	1	1	1	1	2	2	1	1	1	-0.472	-0.4234	0.987646	0.334865	0.997275
m.14490	140	1	1	3	1	1	1	1	2	3	0	0	4	2	2	1	1	-0.365	-0.3127	0.930752	0.240073	0.991354
m.145	467	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1	-0.407	-0.3630	0.964263	0.283498	0.995030
m.14507	364	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-0.679	-0.5962	0.998642	0.457966	0.997160
m.1454	475	2	2	2	3	2	2	0	3	3	3	3	4	2	3	2	1	0.306	0.3081	0.036926	0.002699	0.825758
m.14543	392	4	6	6	7	5	6	7	7	5	5	2	7	5	8	5	4	1.241	1.3632	0.000000	0.000000	0.638359
m.1456	431	1	2	1	2	1	2	3	2	2	1	1	2	2	2	3	0	0.085	0.0868	0.238241	0.022685	0.895838
m.14602	310	1	1	3	2	1	0	1	3	3	2	1	2	3	1	1	1	-0.076	-0.0722	0.549975	0.072961	0.945390
m.1461	469	0	0	1	0	0	0	1	0	0	2	1	0	2	0	1	1	-0.321	-0.2714	0.891500	0.205245	0.986867
m.14620	195	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	-0.774	-0.6800	0.995090	0.499736	0.997299
m.14627	134	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-0.592	-0.5363	1.000000	0.420620	0.997600
m.1463	394	1	3	5	3	3	3	5	3	4	4	4	6	3	3	2	4	0.220	0.1963	0.104107	0.008508	0.860100
m.14636	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.436	-0.4262	0.988368	0.337184	0.997333
m.14672	359	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.457	-0.4315	0.989658	0.341554	0.997432
m.14712	256	0	1	1	1	0	0	2	1	1	0	1	1	1	1	1	1	-0.796	-0.7181	0.994305	0.514892	0.997842
m.1472	277	6	5	7	6	3	4	4	5	7	5	10	7	4	7	3	7	0.770	0.7594	0.000095	0.000006	0.720224
m.1473	555	6	11	9	8	7	5	10	6	10	5	9	11	8	9	7	9	1.251	1.2390	0.000000	0.000000	0.650244
m.14730	134	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	1	-0.374	-0.3359	0.948023	0.260056	0.993279
m.14738	152	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	-0.703	-0.6906	0.994802	0.504181	0.997420
m.14739	401	1	1	2	0	1	3	1	2	2	1	2	1	3	1	0	1	-0.355	-0.3459	0.954485	0.268706	0.993985
m.14754	356	4	5	6	7	6	6	7	7	7	8	9	9	8	8	7	8	0.817	0.9240	0.000006	0.000000	0.691787
m.14756	396	3	3	3	1	3	2	3	2	1	3	3	4	3	3	3	2	0.316	0.3229	0.031760	0.002292	0.821459
m.14765	420	1	2	2	0	0	1	1	3	2	2	1	1	2	2	3	3	-0.077	-0.0680	0.540999	0.071022	0.944206
m.1478	617	0	2	2	3	0	0	1	1	1	1	1	1	2	1	1	1	-0.624	-0.5537	0.999943	0.432110	0.997463
m.14803	174	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-0.598	-0.5395	1.000000	0.422772	0.997576
m.1487	314	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.507	-0.4217	0.987196	0.333453	0.997239
m.14897	346	0	1	2	2	0	0	1	0	0	2	0	0	3	1	1	1	-0.417	-0.3700	0.967831	0.289541	0.995400
m.14910	573	1	4	4	3	1	1	3	2	2	3	3	3	6	2	6	3	0.375	0.3870	0.015961	0.001097	0.803572
m.14914	470	0	0	1	0	1	1	0	1	0	2	1	0	1	1	1	1	-0.442	-0.4292	0.989120	0.339661	0.997390
m.14915	293	14	22	17	21	13	14	21	21	16	16	7	13	12	12	17	6	1.456	1.2130	0.000000	0.000000	0.653037
m.14918	406	0	1	2	1	1	1	1	2	0	2	1	1	2	0	1	0	-0.357	-0.3342	0.946861	0.258587	0.993152
