Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.12676	293	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	-0.510	-0.4602	0.994490	0.352472	0.993813
m.12686	459	2	1	1	1	1	0	2	3	0	1	0	0	2	1	1	1	-0.503	-0.4448	0.991443	0.339857	0.993787
m.12693	1749	10	6	14	6	5	8	5	8	8	9	8	6	8	6	9	6	0.910	1.2285	0.000000	0.000000	0.655726
m.12695	530	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	-0.593	-0.5422	1.000000	0.414518	0.992704
m.12698	142	3	5	3	4	1	3	4	3	6	3	6	6	4	5	4	1	1.057	1.0038	0.000001	0.000000	0.682594
m.12699	199	4	5	5	7	5	6	6	4	6	7	5	5	5	8	5	7	1.126	1.1074	0.000000	0.000000	0.669219
m.12709	550	8	10	10	9	6	9	11	6	9	11	9	7	7	10	8	6	1.042	1.0193	0.000001	0.000000	0.680480
m.12711	510	1	2	2	3	1	1	3	2	2	0	2	3	1	3	1	0	-0.259	-0.2277	0.821813	0.158464	0.977188
m.12713	362	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.818	-0.6660	0.991803	0.487321	0.990531
m.12716	167	2	1	1	2	1	1	1	1	3	2	2	2	1	2	1	2	0.008	0.0079	0.354804	0.037625	0.918777
m.12721	179	0	0	1	0	2	1	0	0	0	0	4	0	1	0	0	1	-0.503	-0.4550	0.993553	0.348240	0.993815
m.12722	407	2	2	2	2	2	2	2	2	1	3	1	0	2	2	2	1	-0.131	-0.1148	0.614901	0.086413	0.953664
m.12724	296	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.449	-0.4114	0.981909	0.311771	0.993342
m.12725	224	7	6	9	10	6	6	10	8	7	9	9	6	7	9	6	7	1.171	0.9586	0.000003	0.000000	0.688997
m.12732	698	10	11	13	11	10	11	16	11	12	11	13	12	13	11	9	11	1.385	1.1462	0.000000	0.000000	0.664654
m.12733	700	4	4	5	6	4	4	4	3	6	7	4	4	5	6	6	0	0.541	0.4640	0.005502	0.000362	0.783524
m.12740	434	4	6	7	6	6	4	7	8	7	7	6	7	7	7	7	6	1.374	1.2629	0.000000	0.000000	0.652287
m.12744	483	1	2	1	1	3	1	1	1	2	1	0	0	2	2	2	1	-0.250	-0.2208	0.811398	0.153361	0.976046
m.12757	255	5	6	3	7	6	5	5	5	8	5	5	7	5	7	4	7	0.850	0.7891	0.000050	0.000003	0.716194
m.12762	252	3	0	6	0	2	3	0	5	3	3	15	3	2	3	2	14	1.396	1.7151	0.000000	0.000000	0.621337
m.12764	395	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	-0.667	-0.5509	0.999951	0.420503	0.992515
m.12766	325	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.758	-0.6850	0.990175	0.496136	0.990495
m.12770	763	0	1	1	2	0	1	0	0	2	1	0	1	1	2	1	1	-0.302	-0.2857	0.895933	0.204164	0.985187
m.12778	145	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	-0.751	-0.6675	0.991672	0.488039	0.990524
m.12781	500	1	2	2	2	2	1	0	1	2	1	1	1	1	1	1	0	-0.448	-0.3908	0.973705	0.294096	0.992762
m.12786	174	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	-0.610	-0.5399	1.000000	0.412916	0.992753
m.12790	138	2	2	3	2	2	2	5	2	4	2	1	5	4	5	3	0	0.264	0.2235	0.072312	0.005677	0.850087
m.12795	196	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	-0.353	-0.3322	0.938567	0.243425	0.989572
m.12796	156	4	5	4	7	5	4	6	6	6	5	9	7	4	8	7	6	1.224	1.2693	0.000000	0.000000	0.651665
m.12799	378	2	3	4	2	2	3	2	2	3	2	4	3	2	3	3	4	0.259	0.2490	0.057148	0.004379	0.842291
m.1281	317	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	-0.695	-0.6649	0.991884	0.486792	0.990537
m.12810	529	2	7	10	7	1	2	8	8	9	7	8	9	8	9	9	4	1.066	1.1179	0.000000	0.000000	0.667960
m.12813	219	3	3	3	2	2	3	1	4	4	4	5	5	3	4	2	3	0.637	0.5371	0.002153	0.000137	0.766392
m.12818	193	7	13	9	11	7	7	13	9	12	9	8	10	9	11	10	5	1.409	1.4524	0.000000	0.000000	0.636290
m.12824	377	9	6	9	4	9	10	5	9	9	14	11	10	12	8	11	10	1.656	1.7907	0.000000	0.000000	0.618153
m.12825	688	0	1	1	1	0	0	0	1	2	1	2	1	2	1	2	1	-0.375	-0.3168	0.926016	0.230251	0.988313
m.12829	263	1	0	0	2	1	2	0	1	1	1	1	1	2	0	1	1	-0.639	-0.5659	0.999419	0.430522	0.992181
m.1283	112	3	2	2	2	3	2	1	3	4	5	2	3	2	2	4	2	0.308	0.3052	0.032943	0.002405	0.825687
m.12839	312	1	4	2	3	2	1	3	1	4	2	1	1	2	3	2	1	0.114	0.1098	0.183727	0.016472	0.886239
m.12859	409	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.870	-0.7297	0.986909	0.514546	0.990951
m.1286	2829	157	258	227	257	167	167	256	207	242	217	237	241	215	247	211	229	2.968	6.2443	0.000000	0.000000	0.583589
m.12872	385	3	1	3	2	3	2	1	3	3	3	3	1	2	1	2	2	-0.138	-0.1345	0.655683	0.097114	0.958469
m.12890	232	1	1	1	1	1	0	0	1	0	2	1	0	3	0	2	1	-0.459	-0.4402	0.990375	0.336044	0.993758
m.12895	388	1	0	0	0	2	1	0	1	1	1	0	1	1	2	1	0	-0.575	-0.5204	1.000000	0.398984	0.993138
m.129	503	2	2	2	1	1	1	3	2	2	2	1	2	1	1	2	0	-0.296	-0.2583	0.863902	0.182002	0.981765
m.12917	415	2	0	0	2	1	1	1	1	0	0	0	0	2	1	1	2	-0.321	-0.2777	0.887126	0.197601	0.984254
m.12931	406	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-0.916	-0.7581	0.985540	0.524644	0.991678
m.12941	323	7	9	5	7	6	5	6	5	11	5	12	10	4	8	5	7	1.356	1.6103	0.000000	0.000000	0.626465
m.12945	765	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	1	-0.561	-0.4971	0.998923	0.381570	0.993518
m.1296	468	4	6	2	4	4	4	3	4	5	5	5	4	4	5	4	4	0.526	0.5167	0.002817	0.000181	0.771040
m.12970	372	0	5	4	2	1	1	3	3	5	4	4	4	2	3	2	1	0.235	0.2033	0.086558	0.006936	0.856365
m.12976	264	1	2	1	3	1	2	2	1	1	3	1	2	2	2	3	3	0.045	0.0424	0.289690	0.028837	0.907929
m.12982	418	3	2	4	3	3	4	2	2	2	3	3	2	3	2	2	2	0.140	0.1270	0.161612	0.014157	0.880681
m.12989	486	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.052	-1.0575	0.999968	0.577603	1.000000
m.12991	100	11	26	21	23	11	12	22	17	20	21	15	22	16	19	16	18	2.053	1.9301	0.000000	0.000000	0.613124
m.12999	500	0	1	1	2	1	0	3	1	2	1	0	2	1	1	1	2	-0.689	-0.6705	0.991412	0.489464	0.990511
m.1301	177	4	8	8	7	5	5	7	4	6	9	9	5	7	4	9	8	1.042	0.9342	0.000004	0.000000	0.692601
m.13014	751	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-0.713	-0.6375	0.994316	0.472941	0.990798
m.13024	171	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	-0.862	-0.7832	0.984926	0.532614	0.992606
m.13026	699	2	1	0	0	1	1	0	1	0	2	0	0	1	1	2	1	-0.392	-0.3243	0.932316	0.236651	0.988949
m.13039	212	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	-0.580	-0.5059	0.999474	0.388241	0.993389
m.13050	236	0	2	0	0	0	0	2	1	0	1	0	0	1	0	2	1	-0.436	-0.4145	0.982975	0.314412	0.993408
m.13075	235	2	2	1	3	2	2	1	1	2	2	2	1	1	2	2	0	0.004	0.0037	0.363147	0.038825	0.920077
m.13082	610	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	-0.675	-0.6386	0.994200	0.473522	0.990783
m.13085	424	2	3	2	3	2	3	4	3	3	3	3	3	2	3	3	2	0.218	0.2033	0.086558	0.006936	0.856365
m.13089	190	4	3	3	3	5	4	3	3	4	5	4	3	5	4	5	4	0.551	0.5972	0.000943	0.000059	0.753254
m.13090	174	4	4	2	2	2	3	3	2	5	2	2	2	2	2	4	2	0.437	0.4289	0.008415	0.000565	0.792239
m.13091	557	1	4	1	3	1	2	2	1	2	1	1	1	3	3	1	1	-0.289	-0.2817	0.891585	0.200874	0.984727
m.13094	265	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	-0.823	-0.7794	0.984978	0.531463	0.992449
m.13107	529	2	1	2	2	5	5	2	3	2	5	4	1	5	2	4	4	0.180	0.1644	0.120326	0.010064	0.868667
m.13119	549	5	7	6	6	5	4	5	4	7	4	1	2	3	4	5	1	0.181	0.1799	0.105811	0.008695	0.863735
m.13131	436	5	3	4	3	6	5	4	7	4	6	4	2	6	4	4	4	0.914	0.8797	0.000011	0.000001	0.701028
m.13133	304	5	3	5	2	6	4	4	7	5	5	10	6	5	6	5	7	0.962	1.1685	0.000000	0.000000	0.662136
m.13136	222	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	-0.798	-0.7606	0.985447	0.525477	0.991758
m.13171	608	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	-0.812	-0.8065	0.984962	0.539264	0.993690
m.13173	263	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.875	-0.7799	0.984969	0.531615	0.992469
m.13180	357	1	0	0	0	3	3	1	2	3	1	5	2	1	4	2	2	0.181	0.1855	0.100920	0.008242	0.861963
m.13191	264	3	4	3	4	2	3	2	3	4	3	4	4	4	3	3	3	0.266	0.2152	0.077913	0.006168	0.852656
m.13197	189	1	2	1	2	1	2	2	3	2	1	4	2	1	2	1	2	-0.169	-0.1438	0.674417	0.102451	0.960641
m.132	146	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.457	-0.4146	0.983010	0.314497	0.993410
m.13206	240	2	2	1	2	2	2	4	0	1	5	0	2	3	2	3	0	-0.227	-0.1911	0.762877	0.132360	0.970672
m.13208	752	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.642	-0.5895	0.998117	0.445500	0.991659
m.13218	683	1	0	1	0	2	1	0	0	1	1	0	2	0	1	0	0	-0.509	-0.4824	0.997588	0.370186	0.993689
m.13226	326	2	4	3	3	1	1	4	0	5	4	5	2	5	3	4	2	0.968	0.8932	0.000008	0.000000	0.698892
m.13233	253	0	4	2	5	0	0	4	3	5	1	5	4	2	4	2	3	0.606	0.6368	0.000534	0.000033	0.745023
m.13240	197	2	3	1	1	2	2	2	2	2	3	2	2	4	3	2	1	0.301	0.3263	0.026489	0.001903	0.819675
m.13248	748	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-0.740	-0.7184	0.987642	0.510191	0.990759
m.1328	203	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	-0.671	-0.5929	0.997890	0.447578	0.991587
m.13287	313	1	0	0	0	1	1	0	1	2	0	0	0	0	0	1	1	-0.153	-0.1439	0.674616	0.102510	0.960664
m.13295	297	1	1	1	2	2	1	2	1	1	2	1	0	2	0	3	1	-0.358	-0.3317	0.938181	0.242995	0.989534
m.133	397	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-0.790	-0.7614	0.985424	0.525742	0.991785
m.13303	395	0	1	1	1	0	0	2	1	0	1	1	1	2	1	1	0	-0.714	-0.5974	0.997575	0.450296	0.991494
m.13314	295	6	10	5	8	7	6	12	3	9	6	15	8	7	6	7	8	1.200	1.0574	0.000000	0.000000	0.675453
m.1334	391	0	1	1	1	0	1	1	1	2	1	1	1	2	1	1	1	-0.432	-0.3592	0.957107	0.266746	0.991344
m.13347	625	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.523	-0.4412	0.990623	0.336875	0.993765
m.13356	586	1	1	1	0	0	1	0	0	1	0	1	4	1	5	0	0	-0.224	-0.2025	0.782205	0.140230	0.972822
m.13371	1200	2	5	7	5	5	2	4	4	6	9	9	6	9	6	11	5	1.201	1.2953	0.000000	0.000000	0.649201
m.1339	464	2	3	6	3	5	4	3	4	2	10	6	4	7	3	7	4	0.845	0.9374	0.000004	0.000000	0.692123
m.134	169	1	2	1	1	1	2	1	1	2	2	2	3	1	2	2	2	0.292	0.2625	0.050266	0.003805	0.838228
m.13409	233	3	3	3	2	3	3	2	2	4	2	4	3	4	4	3	3	0.533	0.5140	0.002918	0.000188	0.771663
m.13423	531	4	3	5	4	4	3	4	3	3	5	4	4	3	4	3	4	0.827	0.7005	0.000205	0.000012	0.732440
m.13424	343	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	-0.775	-0.6814	0.990466	0.494512	0.990492
m.13425	114	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	-0.629	-0.5613	0.999604	0.427490	0.992284
m.13427	257	1	0	0	0	0	2	0	0	1	1	0	0	1	1	0	1	-0.739	-0.6673	0.991691	0.487944	0.990524
m.13432	425	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	-0.670	-0.5797	0.998724	0.439398	0.991873
m.13434	1309	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	-0.704	-0.6672	0.991700	0.487896	0.990525
m.13436	653	4	3	3	3	5	4	4	3	3	4	3	3	5	2	4	1	0.386	0.3451	0.021700	0.001537	0.814424
m.13443	372	5	18	16	19	8	6	17	14	20	11	14	21	13	18	11	14	2.056	2.2170	0.000000	0.000000	0.605153
m.13444	605	1	3	5	4	1	1	3	3	4	3	3	2	3	3	3	2	0.364	0.4022	0.011498	0.000784	0.799093
m.13448	293	1	3	3	5	1	1	4	3	4	2	2	2	2	3	4	1	0.255	0.2373	0.063738	0.004938	0.845849
m.1346	158	9	10	9	9	8	9	6	4	5	6	9	8	7	5	8	4	0.485	0.4863	0.004164	0.000271	0.778156
m.13471	151	1	1	1	2	1	1	2	6	3	2	2	2	1	3	2	3	0.185	0.1868	0.099811	0.008140	0.861552
m.13475	469	6	3	3	3	6	6	4	2	2	3	4	2	3	3	4	3	0.594	0.5293	0.002388	0.000153	0.768157
m.13476	183	1	0	2	0	3	1	0	1	2	1	1	2	1	1	1	1	-0.680	-0.6286	0.995089	0.468160	0.990925
m.13486	292	4	14	12	11	5	6	12	13	14	10	17	13	9	14	11	15	1.769	1.3725	0.000000	0.000000	0.642437
m.13488	163	0	1	2	1	0	0	3	1	0	1	2	1	1	2	1	0	-0.442	-0.4701	0.996034	0.360445	0.993779
m.13490	255	3	5	5	5	4	5	5	3	7	5	5	6	3	6	4	4	0.824	0.7824	0.000055	0.000003	0.717373
m.13492	741	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.587	-0.5264	1.000000	0.403335	0.993024
m.13513	367	0	0	1	2	1	0	0	1	1	1	0	1	1	1	1	0	-0.642	-0.5620	0.999587	0.427954	0.992268
m.13514	432	0	0	2	1	0	2	1	0	1	2	0	1	2	1	2	2	-0.656	-0.5790	0.998756	0.438956	0.991888
m.13516	189	5	9	8	6	5	5	8	8	8	8	7	7	6	8	6	7	1.178	1.0723	0.000000	0.000000	0.673553
m.13531	269	0	2	1	2	3	2	1	2	0	3	2	0	1	1	2	0	-0.236	-0.2155	0.803182	0.149497	0.975141
m.13540	365	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	1	-0.959	-0.8457	0.986571	0.548966	0.995876
m.1355	1555	3	6	5	5	4	4	3	5	5	6	4	4	4	5	3	5	0.682	0.7798	0.000058	0.000003	0.717833
m.13557	339	1	0	2	2	2	0	2	1	4	3	3	3	2	3	2	3	0.169	0.1606	0.124109	0.010427	0.869881
m.13574	515	2	3	1	3	2	2	3	2	4	2	4	3	2	3	2	3	0.417	0.4404	0.007335	0.000489	0.789347
m.13590	549	9	14	12	10	10	9	12	10	12	12	18	14	14	15	11	12	1.931	2.7590	0.000000	0.000000	0.595878
m.13617	393	1	2	2	2	1	1	1	1	0	1	1	1	2	1	2	1	-0.594	-0.5824	0.998540	0.441096	0.991813
m.13622	146	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	-0.408	-0.4041	0.979217	0.305531	0.993165
m.13637	665	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	-0.811	-0.6963	0.989261	0.501093	0.990535
m.13659	548	1	1	1	0	0	0	2	0	0	1	1	0	2	1	0	2	-0.232	-0.2047	0.785830	0.141776	0.973224
m.1369	374	52	61	58	67	53	58	67	54	59	55	64	57	56	58	55	60	3.743	9.9577	0.000000	0.000000	0.582590
m.13710	208	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	-0.592	-0.5444	1.000000	0.416044	0.992657
m.13716	211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.761	-0.7495	0.985888	0.521711	0.991421
m.13720	455	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.494	-0.4877	0.998125	0.374324	0.993635
m.1373	177	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	-0.549	-0.5095	0.999641	0.390937	0.993330
m.13742	710	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	-0.726	-0.6974	0.989176	0.501565	0.990542
m.13743	311	8	7	8	7	6	7	7	8	7	8	6	7	7	8	8	6	1.585	1.4489	0.000000	0.000000	0.636541
m.13744	138	2	2	2	1	2	2	2	1	2	3	2	2	1	2	3	0	-0.082	-0.0818	0.544286	0.070328	0.945044
m.13748	486	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	-0.620	-0.5034	0.999335	0.386357	0.993427
m.13753	335	1	3	2	2	0	0	2	1	2	3	4	1	1	1	4	1	0.073	0.0672	0.247203	0.023613	0.899994
m.13791	176	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	-0.428	-0.3801	0.968655	0.284852	0.992356
m.13811	436	0	0	1	0	0	0	1	0	1	1	2	1	3	1	1	2	-0.317	-0.3119	0.921704	0.226089	0.987873
m.13842	680	9	13	10	12	8	8	15	10	4	10	10	4	10	5	10	9	0.620	0.5503	0.001803	0.000114	0.763436
m.13862	447	4	4	3	6	3	4	4	5	3	3	2	5	2	5	3	4	0.318	0.3499	0.020607	0.001455	0.813100
m.13863	1106	5	9	9	8	3	3	8	4	6	15	1	6	14	5	13	0	0.950	0.9860	0.000002	0.000000	0.685074
m.13869	191	0	1	0	2	0	0	1	1	1	1	2	1	2	2	2	1	-0.451	-0.4365	0.989471	0.332962	0.993728
m.13885	1031	1	0	2	1	1	1	0	2	0	0	0	0	0	0	1	0	-0.888	-0.8416	0.986304	0.548033	0.995634
m.139	190	4	3	3	3	3	3	3	3	4	4	3	4	5	4	4	2	0.367	0.3965	0.012275	0.000840	0.800582
m.1390	448	11	15	14	12	14	10	13	12	18	13	11	16	10	17	12	11	1.312	1.0733	0.000000	0.000000	0.673427
m.13903	193	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	-0.807	-0.6631	0.992058	0.485922	0.990547
m.13957	123	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	-0.776	-0.6822	0.990395	0.494875	0.990492
m.1396	509	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.670	-0.6651	0.991870	0.486889	0.990536
m.13977	445	8	11	12	12	8	7	10	9	18	10	14	16	10	18	10	15	1.957	1.8674	0.000000	0.000000	0.615269
m.14053	115	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-0.699	-0.6144	0.996275	0.460243	0.991164
m.1408	226	7	6	4	4	3	5	6	4	2	5	1	1	7	2	7	1	0.180	0.1501	0.135038	0.011489	0.873244
m.14083	1506	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	2	-0.430	-0.3899	0.973303	0.293319	0.992730
m.141	436	25	31	29	28	20	21	33	24	37	28	33	34	33	34	31	29	2.033	3.2180	0.000000	0.000000	0.591401
m.14108	268	1	1	0	1	1	0	2	0	2	0	0	1	0	1	2	1	-0.396	-0.3327	0.938951	0.243855	0.989610
m.14109	662	1	0	2	0	0	1	0	0	1	2	2	0	1	0	2	0	-0.287	-0.2554	0.860196	0.179712	0.981366
m.14128	211	3	3	7	2	5	3	3	5	3	7	11	2	5	2	5	8	0.695	0.8142	0.000033	0.000002	0.711847
m.1413	338	3	6	5	5	5	3	5	5	3	4	4	5	6	4	4	7	1.139	1.0181	0.000001	0.000000	0.680642
m.14134	135	1	0	0	0	2	1	0	0	0	1	0	0	1	1	1	0	-0.675	-0.6050	0.997006	0.454806	0.991341
m.14137	212	0	0	2	0	0	1	1	1	0	0	1	0	1	0	1	1	-0.624	-0.5740	0.999017	0.435772	0.991999
m.1415	197	1	1	4	1	0	0	1	4	0	5	2	1	1	0	1	3	-0.338	-0.3206	0.929253	0.233489	0.988641
m.14152	569	0	0	1	1	1	0	0	1	1	1	1	1	2	1	0	1	-0.523	-0.4054	0.979706	0.306644	0.993199
m.14201	145	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	-0.409	-0.3763	0.966728	0.281563	0.992194
m.14203	282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.969	-0.9459	0.999993	0.566715	1.000000
m.14213	220	1	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	-0.627	-0.5727	0.999100	0.434937	0.992028
m.14255	219	2	2	2	2	2	3	3	1	3	3	2	3	3	2	2	3	0.078	0.0661	0.249006	0.023827	0.900347
m.14269	430	0	2	0	0	0	0	0	0	0	2	2	0	3	1	2	0	-0.275	-0.2852	0.895396	0.203751	0.985130
m.14297	518	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-0.619	-0.5212	1.000000	0.399567	0.993123
m.14312	960	13	19	21	20	13	13	21	18	14	13	17	13	12	16	15	15	1.982	2.4564	0.000000	0.000000	0.600323
m.14349	643	0	1	1	1	0	0	0	2	2	1	1	1	0	2	1	1	-0.345	-0.3351	0.940766	0.245919	0.989789
m.14355	846	9	14	14	10	10	9	13	8	14	13	11	14	12	13	11	9	1.000	1.0178	0.000001	0.000000	0.680682
m.1436	550	14	21	25	20	11	10	21	20	21	23	16	16	21	23	22	22	2.682	2.9764	0.000000	0.000000	0.593545
m.14364	158	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	-0.564	-0.4634	0.995031	0.355061	0.993806
m.1437	515	1	1	1	1	2	2	1	2	2	0	2	0	2	0	1	1	-0.400	-0.3635	0.959674	0.270472	0.991577
m.14375	119	1	2	1	2	1	1	1	0	1	1	1	1	2	1	1	1	-0.533	-0.5101	0.999676	0.391385	0.993320
m.14377	379	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.672	-0.6509	0.993128	0.479878	0.990643
m.1440	833	1	0	1	1	1	1	1	0	2	1	0	1	1	0	2	1	-0.406	-0.3601	0.957653	0.267526	0.991394
m.14422	417	2	5	4	5	2	4	7	6	7	5	8	6	6	7	5	6	0.889	0.8051	0.000038	0.000002	0.713410
m.14438	273	2	1	1	2	2	1	1	1	1	0	1	0	0	0	0	0	-0.657	-0.5737	0.999031	0.435579	0.992006
m.14458	126	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	-0.038	-0.0376	0.448788	0.052295	0.932538
m.14465	536	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-0.678	-0.5934	0.997856	0.447882	0.991577
m.1447	450	0	0	2	2	1	0	2	1	1	1	1	2	2	1	1	1	-0.446	-0.4048	0.979479	0.306130	0.993184
m.14490	140	1	1	3	1	1	1	1	2	3	0	0	4	2	2	1	1	-0.351	-0.3165	0.925756	0.229996	0.988286
m.145	467	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1	-0.394	-0.3276	0.934973	0.239477	0.989216
m.14507	364	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	-0.604	-0.5135	0.999798	0.393911	0.993262
m.1454	475	2	2	2	3	2	2	0	3	3	3	3	4	2	3	2	1	0.007	0.0068	0.356982	0.037936	0.919118
m.14543	392	4	6	6	7	5	6	7	7	5	5	2	7	5	8	5	4	0.666	0.6319	0.000573	0.000035	0.746024
m.1456	431	1	2	1	2	1	2	3	2	2	1	1	2	2	2	3	0	-0.185	-0.1449	0.676612	0.103095	0.960894
m.14602	310	1	1	3	2	1	0	1	3	3	2	1	2	3	1	1	1	-0.020	-0.0184	0.408260	0.045648	0.926824
m.1461	469	0	0	1	0	0	0	1	0	0	2	1	0	2	0	1	1	-0.473	-0.4296	0.987641	0.327184	0.993655
m.14620	195	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	-0.527	-0.4492	0.992393	0.343486	0.993805
m.14627	134	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-0.681	-0.5964	0.997639	0.449695	0.991514
m.1463	394	1	3	5	3	3	3	5	3	4	4	4	6	3	3	2	4	0.877	1.0100	0.000001	0.000000	0.681744
m.14636	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.811	-0.7625	0.985387	0.526104	0.991821
m.14672	359	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	-0.511	-0.4795	0.997264	0.367906	0.993715
m.14712	256	0	1	1	1	0	0	2	1	1	0	1	1	1	1	1	1	-0.519	-0.4478	0.992096	0.342334	0.993800
m.1472	277	6	5	7	6	3	4	4	5	7	5	10	7	4	7	3	7	0.945	1.1958	0.000000	0.000000	0.659154
m.1473	555	6	11	9	8	7	5	10	6	10	5	9	11	8	9	7	9	0.723	0.6903	0.000239	0.000015	0.734402
m.14730	134	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	1	-0.511	-0.4963	0.998852	0.380958	0.993529
m.14738	152	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	-0.614	-0.6681	0.991613	0.488326	0.990521
m.14739	401	1	1	2	0	1	3	1	2	2	1	2	1	3	1	0	1	-0.235	-0.2459	0.847649	0.172294	0.980007
m.14754	356	4	5	6	7	6	6	7	7	7	8	9	9	8	8	7	8	1.150	0.9708	0.000002	0.000000	0.687234
m.14756	396	3	3	3	1	3	2	3	2	1	3	3	4	3	3	3	2	0.260	0.2093	0.082107	0.006539	0.854492
m.14765	420	1	2	2	0	0	1	1	3	2	2	1	1	2	2	3	3	0.167	0.1587	0.126035	0.010613	0.870488
m.1478	617	0	2	2	3	0	0	1	1	1	1	1	1	2	1	1	1	-0.564	-0.5255	1.000000	0.402686	0.993041
m.14803	174	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-0.504	-0.4519	0.992944	0.345704	0.993811
m.1487	314	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.740	-0.6774	0.990799	0.492683	0.990494
m.14897	346	0	1	2	2	0	0	1	0	0	2	0	0	3	1	1	1	-0.292	-0.2766	0.885881	0.196705	0.984121
m.14910	573	1	4	4	3	1	1	3	2	2	3	3	3	6	2	6	3	0.625	0.5960	0.000960	0.000060	0.753508
m.14914	470	0	0	1	0	1	1	0	1	0	2	1	0	1	1	1	1	-0.547	-0.5423	1.000000	0.414588	0.992702
m.14915	293	14	22	17	21	13	14	21	21	16	16	7	13	12	12	17	6	1.410	1.2123	0.000000	0.000000	0.657405
m.14918	406	0	1	2	1	1	1	1	2	0	2	1	1	2	0	1	0	-0.382	-0.3610	0.958192	0.268305	0.991443
